numer_sta;date;pmer;tend;cod_tend;dd;vitesse_vent;temperature;td;u;vv;ww;w1;w2;n;nbas;hbas;cl;cm;ch;pres;niv_bar;geop;tend24;tn12;tn24;tx12;tx24;tminsol;sw;tw;raf10;rafper;per;etat_sol;ht_neige;ssfrai;perssfrai;rr1;rr3;rr6;rr12;rr24;phenspe1;phenspe2;phenspe3;phenspe4;nnuage1;ctype1;hnuage1;nnuage2;ctype2;hnuage2;nnuage3;ctype3;hnuage3;nnuage4;ctype4;hnuage4;;Nom;Latitude;Longitude;Altitude;Region
07015;20130124000000;100930.0;-40.0;8.0;60.0;4.6;270.85;269.25;87.0;2000.0;10.0;2.0;2.0;100.0;8.0;800.0;35.0;61.0;60.0;100340.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1107.0;3100.0;nan;8.0;6.0;720.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124030000;100940.0;80.0;3.0;60.0;4.1;272.05;271.65;97.0;1400.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100010.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124030000;101020.0;80.0;3.0;50.0;4.6;269.45;268.05;89.0;2000.0;10.0;nan;nan;100.0;8.0;1250.0;35.0;61.0;60.0;100420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;6.0;1200.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124060000;101130.0;190.0;3.0;50.0;4.6;271.55;270.95;95.0;2300.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100200.0;nan;nan;nan;271.55;nan;273.25;nan;272.15;nan;nan;nan;7.2;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124060000;101240.0;220.0;2.0;50.0;5.1;269.05;267.35;86.0;3000.0;10.0;nan;nan;100.0;8.0;1250.0;35.0;61.0;60.0;100640.0;nan;nan;nan;269.05;nan;271.45;nan;269.15;nan;nan;nan;7.2;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1107.0;3100.0;nan;8.0;6.0;1290.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124090000;101400.0;260.0;3.0;20.0;3.6;271.25;268.45;79.0;4500.0;10.0;2.0;2.0;100.0;8.0;1250.0;35.0;61.0;60.0;100460.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;14.0;0.03;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;7.0;6.0;990.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124090000;101450.0;210.0;3.0;60.0;5.1;268.95;267.15;86.0;4000.0;10.0;2.0;2.0;90.0;5.0;3500.0;30.0;23.0;11.0;100850.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;5.0;3.0;4500.0;7.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124120000;101600.0;200.0;1.0;50.0;3.6;270.05;267.45;80.0;3000.0;10.0;1.0;1.0;40.0;0.0;nan;30.0;20.0;11.0;100660.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;14.0;0.03;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1105.0;3100.0;nan;3.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124120000;101610.0;160.0;1.0;50.0;5.1;271.15;268.15;78.0;6000.0;2.0;1.0;1.0;90.0;5.0;450.0;38.0;20.0;11.0;101010.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1109.0;3100.0;nan;3.0;8.0;360.0;6.0;6.0;1470.0;7.0;0.0;7800.0;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124150000;101720.0;120.0;3.0;20.0;4.1;270.65;267.95;80.0;4000.0;10.0;0.0;0.0;10.0;0.0;nan;30.0;20.0;11.0;100780.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.1;-10.0;14.0;0.03;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1105.0;3100.0;nan;1.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124150000;101700.0;90.0;2.0;50.0;4.6;270.95;267.45;74.0;9000.0;2.0;1.0;1.0;60.0;0.0;8000.0;30.0;20.0;11.0;101100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;5.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124180000;101950.0;220.0;3.0;50.0;0.5;267.85;266.35;88.0;4400.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101000.0;nan;nan;nan;267.85;nan;271.75;nan;nan;nan;nan;nan;4.6;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124180000;101920.0;210.0;1.0;40.0;1.5;268.25;266.45;86.0;6000.0;2.0;1.0;1.0;60.0;0.0;8000.0;30.0;20.0;11.0;101310.0;nan;nan;nan;268.25;nan;271.35;nan;nan;nan;nan;nan;3.1;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1103.0;3100.0;nan;5.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130124210000;102100.0;140.0;1.0;40.0;1.5;265.55;264.75;93.0;2200.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;101140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1103.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130124210000;102060.0;140.0;1.0;50.0;2.6;267.35;266.35;92.0;4500.0;10.0;1.0;1.0;0.0;nan;nan;nan;nan;nan;101450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1104.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125000000;102150.0;40.0;3.0;350.0;0.5;263.35;262.55;93.0;100.0;49.0;nan;nan;nan;nan;nan;nan;nan;nan;101180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;13.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1102.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125000000;102110.0;40.0;3.0;0.0;0.0;263.35;262.15;90.0;900.0;41.0;4.0;1.0;0.0;nan;nan;nan;nan;nan;101490.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.5;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1102.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125030000;102050.0;-90.0;8.0;120.0;3.1;266.65;266.25;97.0;900.0;49.0;nan;nan;nan;nan;nan;nan;nan;nan;101090.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.1;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1104.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125030000;102070.0;-40.0;8.0;260.0;0.5;261.05;259.75;89.0;600.0;49.0;nan;nan;101.0;nan;nan;62.0;61.0;60.0;101450.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1101.0;3100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125060000;102080.0;30.0;1.0;120.0;2.6;267.25;266.85;97.0;4000.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;101120.0;nan;nan;nan;262.85;nan;267.85;nan;260.15;nan;nan;nan;5.1;-10.0;14.0;0.03;nan;nan;0.0;0.0;nan;0.0;0.0;710.0;1105.0;nan;nan;8.0;7.0;150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125060000;102100.0;30.0;1.0;140.0;0.5;265.05;264.15;92.0;2000.0;28.0;nan;nan;100.0;8.0;450.0;36.0;61.0;60.0;101480.0;nan;nan;nan;260.75;nan;268.45;nan;257.15;nan;nan;nan;2.1;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1102.0;3100.0;nan;8.0;7.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125090000;102080.0;0.0;0.0;130.0;3.6;267.45;267.05;97.0;2500.0;10.0;2.0;2.0;100.0;8.0;150.0;36.0;61.0;60.0;101120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;14.0;0.03;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;8.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125090000;102140.0;50.0;2.0;0.0;0.0;267.35;266.65;94.0;2000.0;10.0;2.0;2.0;90.0;7.0;450.0;36.0;61.0;60.0;101530.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;1.0;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1101.0;3100.0;nan;7.0;7.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125120000;101870.0;-200.0;8.0;130.0;5.7;269.65;267.15;81.0;8000.0;2.0;1.0;1.0;90.0;7.0;450.0;35.0;61.0;60.0;100920.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.7;-10.0;14.0;0.03;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1108.0;3100.0;nan;7.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125120000;101940.0;-190.0;8.0;170.0;2.1;270.75;267.75;78.0;4500.0;10.0;1.0;1.0;50.0;0.0;8000.0;30.0;20.0;11.0;101340.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;3.1;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1103.0;3100.0;nan;4.0;0.0;7500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125150000;101680.0;-190.0;6.0;150.0;4.6;269.25;266.65;80.0;7000.0;2.0;1.0;1.0;90.0;6.0;450.0;35.0;20.0;12.0;100730.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;14.0;0.03;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1108.0;3100.0;nan;6.0;6.0;360.0;6.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125150000;101750.0;-190.0;6.0;190.0;6.2;270.75;266.95;72.0;8000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;101150.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.7;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1109.0;3100.0;nan;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125180000;101360.0;-310.0;8.0;140.0;7.2;269.45;268.05;89.0;nan;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100420.0;nan;nan;nan;266.85;nan;269.75;nan;nan;nan;nan;nan;11.3;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;0.0;nan;710.0;1111.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125180000;101480.0;-270.0;8.0;180.0;5.7;270.45;266.95;74.0;10000.0;2.0;1.0;1.0;90.0;7.0;800.0;35.0;61.0;60.0;100880.0;nan;nan;nan;264.95;nan;270.95;nan;nan;nan;nan;nan;9.3;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.0;nan;710.0;1109.0;3100.0;nan;7.0;6.0;600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130125210000;101060.0;-300.0;8.0;150.0;8.2;270.25;268.95;90.0;4600.0;10.0;nan;nan;nan;nan;nan;nan;nan;nan;100120.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;12.3;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1112.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130125210000;101190.0;-290.0;8.0;190.0;6.7;270.45;267.65;79.0;12000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;100590.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.8;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1112.0;3100.0;nan;8.0;6.0;420.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126000000;100790.0;-260.0;6.0;140.0;7.2;270.75;269.05;87.0;6000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99860.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;13.0;nan;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126000000;100930.0;-260.0;6.0;180.0;6.7;270.05;268.05;84.0;12000.0;2.0;1.0;1.0;100.0;8.0;450.0;35.0;61.0;60.0;100330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;13.9;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1114.0;3100.0;nan;8.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126030000;100670.0;-120.0;5.0;140.0;6.2;271.05;269.35;87.0;5000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99740.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;13.0;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1109.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126030000;100780.0;-150.0;8.0;180.0;7.2;269.95;267.75;83.0;11000.0;0.0;nan;nan;100.0;7.0;450.0;35.0;61.0;60.0;100180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;11.3;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1111.0;3100.0;nan;7.0;6.0;330.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07015;20130126060000;100810.0;30.0;3.0;180.0;5.1;269.45;267.65;86.0;8000.0;1.0;nan;nan;90.0;7.0;450.0;35.0;61.0;60.0;100210.0;nan;nan;nan;269.05;nan;270.55;nan;268.15;nan;nan;nan;9.3;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.0;0.0;710.0;1109.0;3100.0;nan;2.0;6.0;330.0;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126090000;100890.0;240.0;3.0;140.0;4.6;271.95;271.55;97.0;3200.0;71.0;7.0;5.0;100.0;7.0;150.0;37.0;61.0;60.0;99960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;14.0;0.03;0.01;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3101.0;nan;3.0;7.0;150.0;7.0;6.0;450.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126090000;100950.0;140.0;3.0;200.0;5.1;270.15;269.05;91.0;3000.0;71.0;7.0;5.0;100.0;8.0;250.0;37.0;61.0;60.0;100350.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.8;-10.0;13.0;0.08;0.01;-30.0;0.4;0.4;nan;nan;nan;710.0;1110.0;3101.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126120000;101090.0;210.0;1.0;160.0;1.5;275.05;274.05;93.0;4500.0;10.0;7.0;5.0;90.0;2.0;450.0;31.0;20.0;12.0;100170.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;4.6;-10.0;14.0;0.03;0.01;-60.0;0.0;0.2;0.2;nan;nan;710.0;1105.0;3101.0;nan;2.0;8.0;300.0;7.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126120000;101050.0;110.0;0.0;200.0;5.7;271.75;270.75;92.0;5000.0;2.0;7.0;5.0;100.0;8.0;250.0;36.0;61.0;60.0;100460.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;8.2;-10.0;13.0;0.09;0.01;-60.0;0.0;0.4;0.8;nan;nan;710.0;1108.0;3101.0;nan;8.0;7.0;210.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126150000;101280.0;200.0;1.0;240.0;2.6;278.15;276.05;86.0;13000.0;2.0;1.0;1.0;90.0;2.0;450.0;35.0;20.0;12.0;100370.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;5.7;-10.0;12.0;0.02;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1106.0;3100.0;nan;2.0;6.0;480.0;7.0;0.0;6900.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126150000;101190.0;140.0;1.0;200.0;3.6;273.75;272.45;91.0;4500.0;10.0;2.0;2.0;90.0;1.0;450.0;35.0;20.0;11.0;100600.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;1.0;6.0;420.0;7.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126180000;101320.0;30.0;1.0;200.0;3.6;276.65;275.05;89.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100400.0;nan;nan;nan;271.35;nan;278.15;nan;nan;nan;nan;nan;5.1;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;0.2;nan;710.0;1105.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126180000;101290.0;100.0;0.0;180.0;2.6;272.45;271.65;94.0;3400.0;10.0;2.0;2.0;75.0;4.0;3500.0;30.0;23.0;11.0;100700.0;nan;nan;nan;269.45;nan;273.75;nan;nan;nan;nan;nan;4.6;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;nan;0.8;nan;710.0;1105.0;3100.0;nan;4.0;3.0;3300.0;4.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130126210000;101190.0;-130.0;8.0;160.0;4.6;276.25;274.95;91.0;13000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;100270.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.2;-10.0;nan;0.0;nan;nan;0.0;0.0;nan;nan;nan;710.0;1106.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130126210000;101230.0;-60.0;8.0;190.0;4.6;272.95;272.35;95.0;4000.0;10.0;2.0;2.0;90.0;5.0;3500.0;30.0;23.0;11.0;100640.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;6.7;-10.0;13.0;0.08;0.0;-30.0;0.0;0.0;nan;nan;nan;710.0;1107.0;3100.0;nan;5.0;3.0;3300.0;5.0;0.0;7800.0;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130127000000;100890.0;-290.0;8.0;160.0;4.6;277.15;274.15;81.0;19000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99980.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;7.2;-10.0;nan;0.0;nan;nan;0.0;0.0;0.0;nan;nan;710.0;1107.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130127000000;100960.0;-260.0;8.0;190.0;4.6;275.45;274.15;91.0;10000.0;2.0;1.0;1.0;100.0;8.0;2250.0;35.0;61.0;60.0;100380.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;9.3;-10.0;13.0;0.08;0.0;-60.0;0.0;0.0;0.0;nan;nan;710.0;1109.0;3100.0;nan;8.0;6.0;2100.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130127030000;100420.0;-470.0;8.0;140.0;6.7;277.45;274.85;83.0;18000.0;0.0;nan;nan;nan;nan;nan;nan;nan;nan;99510.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;10.3;-10.0;nan;nan;nan;nan;0.0;0.0;nan;nan;nan;710.0;1110.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130127030000;100540.0;-420.0;6.0;190.0;8.2;275.95;274.15;88.0;15000.0;60.0;nan;nan;100.0;8.0;1750.0;35.0;61.0;60.0;99960.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;13.4;-10.0;13.0;0.07;0.0;-30.0;0.2;0.4;nan;nan;nan;710.0;1113.0;3100.0;nan;8.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130127060000;100050.0;-360.0;6.0;180.0;7.2;278.65;275.95;83.0;12000.0;61.0;6.0;2.0;100.0;7.0;800.0;35.0;61.0;60.0;99150.0;nan;nan;nan;276.15;nan;279.15;nan;275.15;nan;nan;nan;13.9;-10.0;11.0;nan;nan;nan;0.0;0.0;nan;0.0;0.2;710.0;1114.0;nan;nan;3.0;6.0;600.0;7.0;6.0;1500.0;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130127060000;100200.0;-340.0;6.0;210.0;8.7;276.85;274.25;83.0;9000.0;61.0;nan;6.0;100.0;8.0;800.0;35.0;61.0;60.0;99620.0;nan;nan;nan;271.95;nan;277.15;nan;271.15;nan;nan;14.4;17.0;-10.0;13.0;0.04;0.0;-60.0;0.4;0.4;nan;0.8;1.6;1014.0;710.0;1117.0;3100.0;8.0;6.0;750.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
07005;20130127090000;100040.0;-10.0;5.0;200.0;6.2;279.15;278.45;95.0;5000.0;61.0;6.0;6.0;100.0;8.0;150.0;37.0;61.0;60.0;99140.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;12.9;-10.0;11.0;nan;0.0;-30.0;1.0;3.0;nan;nan;nan;710.0;1113.0;3100.0;nan;7.0;7.0;180.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;ABBEVILLE;50.136;1.834;69.0;Hauts-de-France
07015;20130127090000;100010.0;-190.0;6.0;200.0;11.3;276.45;275.45;93.0;7000.0;61.0;6.0;6.0;100.0;8.0;450.0;35.0;61.0;60.0;99430.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;16.5;-10.0;11.0;0.02;0.0;-30.0;2.0;3.0;nan;nan;nan;710.0;1116.0;3100.0;nan;8.0;6.0;300.0;nan;nan;nan;nan;nan;nan;nan;nan;nan;;LILLE-LESQUIN;50.57;3.0975;47.0;Hauts-de-France
